timestamp_utc,source,project,module,arm,sample_index,class_key,focal_class,test_class,phase,status,category,failure_owner,owner_note_vi,severity,explanation_vi,suggested_action_vi,detail
2026-07-24T01:33:38+00:00,phase_log,39195736,,gpt,4,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/missingtranslationscheck.java,MissingTranslationsCheck,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,unknown_needs_manual_review,"Chưa đủ dấu hiệu tự động để quy trách nhiệm, cần đọc log thô.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"generated_test_compile_failed; artifact=output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the MissingTranslationsCheck class --//loading maven "
2026-07-24T01:33:38+00:00,phase_log,39195736,,evosuite,4,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/missingtranslationscheck.java,MissingTranslationsCheck,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"agone_runtime_failed; artifact=output\39195736\TestClasses_39195736_evosuite.failed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the MissingTranslationsCheck class --//loading maven "
2026-07-24T01:33:47+00:00,phase_log,3847504,,gpt,2,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/quartzjob.java,QuartzJob,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,unknown_needs_manual_review,"Chưa đủ dấu hiệu tự động để quy trách nhiệm, cần đọc log thô.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"generated_test_compile_failed; artifact=output\3847504\TestClasses_3847504_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '3847504' ---- Processing project: 3847504, module: modules/weblounge-common [RBL4] requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 3847504_modules/weblounge-common is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the QuartzJob class --//loading maven execut"
2026-07-24T01:34:07+00:00,phase_log,3847504,,gpt,3,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageimpl.java,PageImpl,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,unknown_needs_manual_review,"Chưa đủ dấu hiệu tự động để quy trách nhiệm, cần đọc log thô.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"generated_test_compile_failed; artifact=output\3847504\TestClasses_3847504_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '3847504' ---- Processing project: 3847504, module: modules/weblounge-common [RBL4] requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 3847504_modules/weblounge-common is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the PageImpl class --//loading maven executi"
2026-07-24T01:35:58+00:00,phase_log,39195736,,gpt,5,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/separatorconventioncheck.java,SeparatorConventionCheck,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,unknown_needs_manual_review,"Chưa đủ dấu hiệu tự động để quy trách nhiệm, cần đọc log thô.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"generated_test_compile_failed; artifact=output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the SeparatorConventionCheck class --//loading maven "
2026-07-24T01:35:58+00:00,phase_log,39195736,,evosuite,5,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/separatorconventioncheck.java,SeparatorConventionCheck,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"agone_runtime_failed; artifact=output\39195736\TestClasses_39195736_evosuite.failed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the SeparatorConventionCheck class --//loading maven "
2026-07-24T01:37:02+00:00,phase_log,41627638,,gpt,8,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/solution.java,Solution,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"gradle_verify_failed; artifact=output\41627638\TestClasses_41627638_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '41627638' ---- Processing project: 41627638, module: leetcode/battleships-in-a-board [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 41627638_leetcode/battleships-in-a-board is a Gradle project ---- STARTING evosuite test type --//loading evosuite generation..// Evosuite generation performed correctly for the Solution class An err"
2026-07-24T01:37:02+00:00,phase_log,41627638,,evosuite,8,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/solution.java,Solution,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"agone_runtime_failed; artifact=output\41627638\TestClasses_41627638_evosuite.failed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '41627638' ---- Processing project: 41627638, module: leetcode/battleships-in-a-board [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 41627638_leetcode/battleships-in-a-board is a Gradle project ---- STARTING evosuite test type --//loading evosuite generation..// Evosuite generation performed correctly for the Solution class An err"
2026-07-24T01:39:08+00:00,phase_log,41627638,,evosuite,9,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/solution.java,Solution,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,agonetest_harness,"Lỗi nằm ở cách AgoneTest/RBL4 runner chuẩn bị sandbox, chỉnh POM/Gradle, chạy JaCoCo/PIT hoặc trích xuất metric.",warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"agone_runtime_failed; artifact=output\41627638\TestClasses_41627638_evosuite.failed; Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '41627638' ---- Processing project: 41627638, module: leetcode/battleships-in-a-board [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 41627638_leetcode/battleships-in-a-board is a Gradle project ---- STARTING evosuite test type --//loading evosuite generation..// Evosuite generation performed correctly for the Solution class An err"
2026-07-24T01:39:10+00:00,phase_log,41547678,,gpt,7,41547678:turin-compiler/src/main/java/me/tomassetti/turin/resolvers/srcsymbolresolver.java,SrcSymbolResolver,,class_failure_diagnosis,FAIL,unclassified_runtime_issue,generator_output,Test đã được sinh nhưng code test sai/không tương thích nên arm đó phải compilation=0 và strict metrics=0.,warning,Tool ghi nhận lỗi nhưng chưa phân loại được tự động.,Xem detail trong phase_log.csv/runtime_errors.csv để phân tích thủ công.,"generated_test_compile_failed; artifact=output\41547678\TestClasses_41547678_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed; efinition in class me.tomassetti.turin.parser.ast.properties.PropertyDefinition cannot be applied to given types; - required: java.lang.String,me.tomassetti.turin.parser.ast.typeusage.TypeUsageNode,java.util.Optional<me.tomassetti.turin.parser.ast.expressions.Expression>,java.util.Optional<me.tomassetti.turin.parser.ast.expressions.Expression>,java.util.List<me.tomassetti.turin.parser.ast.properties.PropertyConstraint> - found: java.lang.String,java.lang.String - reason: actual and formal argument lists differ in length - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/007_41547678_8fe4f5a7/compiledrepos/41547678/turin-compiler/src/test/java/me/tomassetti/turin/resolvers/SrcSymbolResolver_RBL4Test_8fe4f5a7.java:[34,53] constructor FunctionDefinitionNode in class me.tomassetti.turin.parser.ast.invokables.FunctionDefinitionNode cannot be applied to given types; - required: java.lang.String,me.tomassetti.turin.parser.ast.typeusage.TypeUsageNode,java.util.List<me.tomassetti.turin.parser.ast.FormalParameterNode>,me.tomassetti.turin.parser.ast.statements.Statement - found: java.lang.String,java.lang.String - reason: actual and formal argument lists differ in length "
